album_name,album_release,track_name,track_number,single_release,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,key_name,mode_name,key_mode,popularity
reputation,2017-11-10,...Ready For It?,1,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,78
reputation,2017-11-10,End Game,2,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,71
reputation,2017-11-10,I Did Something Bad,3,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,73
reputation,2017-11-10,Don’t Blame Me,4,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,82
reputation,2017-11-10,Delicate,5,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,78
reputation,2017-11-10,Look What You Made Me Do,6,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,78
reputation,2017-11-10,So It Goes...,7,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,66
reputation,2017-11-10,Gorgeous,8,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,73
reputation,2017-11-10,Getaway Car,9,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,76
reputation,2017-11-10,King Of My Heart,10,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,70
reputation,2017-11-10,Dancing With Our Hands Tied,11,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,69
reputation,2017-11-10,Dress,12,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,73
reputation,2017-11-10,This Is Why We Can't Have Nice Things,13,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,67
reputation,2017-11-10,Call It What You Want,14,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,73
reputation,2017-11-10,New Year’s Day,15,2017-11-10,False,,,,,,,,,,,,,,C,Minor,C Minor,70
reputation Stadium Tour Surprise Song Playlist,2017-11-09,All Too Well,1,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,33
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Wildest Dreams,2,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,35
reputation Stadium Tour Surprise Song Playlist,2017-11-09,The Best Day,3,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,26
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Red,4,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,30
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Holy Ground,5,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,26
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Teardrops On My Guitar - Radio Single Remix,6,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,28
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Our Song,7,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,32
reputation Stadium Tour Surprise Song Playlist,2017-11-09,22,8,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,33
reputation Stadium Tour Surprise Song Playlist,2017-11-09,I Knew You Were Trouble.,9,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,33
reputation Stadium Tour Surprise Song Playlist,2017-11-09,I Don’t Wanna Live Forever (Fifty Shades Darker),10,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,79
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Mean,11,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,29
reputation Stadium Tour Surprise Song Playlist,2017-11-09,How You Get The Girl,12,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,28
reputation Stadium Tour Surprise Song Playlist,2017-11-09,So It Goes...,13,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,52
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Fifteen,14,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,26
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Mine,15,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,34
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Sparks Fly,16,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,28
reputation Stadium Tour Surprise Song Playlist,2017-11-09,State Of Grace,17,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,25
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Haunted,18,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,27
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Never Grow Up,19,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,27
reputation Stadium Tour Surprise Song Playlist,2017-11-09,Treacherous,20,2017-11-09,False,,,,,,,,,,,,,,C,Minor,C Minor,23
1989 (Deluxe),2014-01-01,Welcome To New York,1,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,45
1989 (Deluxe),2014-01-01,Blank Space,2,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,79
1989 (Deluxe),2014-01-01,Style,3,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,76
1989 (Deluxe),2014-01-01,Out Of The Woods,4,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,56
1989 (Deluxe),2014-01-01,All You Had To Do Was Stay,5,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,44
1989 (Deluxe),2014-01-01,Shake It Off,6,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,78
1989 (Deluxe),2014-01-01,I Wish You Would,7,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,48
1989 (Deluxe),2014-01-01,Bad Blood,8,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,48
1989 (Deluxe),2014-01-01,Wildest Dreams,9,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,49
1989 (Deluxe),2014-01-01,How You Get The Girl,10,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,52
1989 (Deluxe),2014-01-01,This Love,11,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,47
1989 (Deluxe),2014-01-01,I Know Places,12,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,47
1989 (Deluxe),2014-01-01,Clean,13,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,52
1989 (Deluxe),2014-01-01,Wonderland,14,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,51
1989 (Deluxe),2014-01-01,You Are In Love,15,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,52
1989 (Deluxe),2014-01-01,New Romantics,16,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,59
1989 (Deluxe),2014-01-01,I Know Places - Voice Memo,17,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,0
1989 (Deluxe),2014-01-01,I Wish You Would - Voice Memo,18,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,0
1989 (Deluxe),2014-01-01,Blank Space - Voice Memo,19,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,0
1989,2014-01-01,Welcome To New York,1,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,56
1989,2014-01-01,Blank Space,2,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,57
1989,2014-01-01,Style,3,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,53
1989,2014-01-01,Out Of The Woods,4,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,42
1989,2014-01-01,All You Had To Do Was Stay,5,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,49
1989,2014-01-01,Shake It Off,6,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,50
1989,2014-01-01,I Wish You Would,7,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,38
1989,2014-01-01,Bad Blood,8,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,69
1989,2014-01-01,Wildest Dreams,9,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,72
1989,2014-01-01,How You Get The Girl,10,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,39
1989,2014-01-01,This Love,11,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,38
1989,2014-01-01,I Know Places,12,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,39
1989,2014-01-01,Clean,13,2014-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Red (Deluxe Edition),2012-10-22,State Of Grace,1,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Red (Deluxe Edition),2012-10-22,Red,2,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,51
Red (Deluxe Edition),2012-10-22,Treacherous,3,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Red (Deluxe Edition),2012-10-22,I Knew You Were Trouble.,4,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,57
Red (Deluxe Edition),2012-10-22,All Too Well,5,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,56
Red (Deluxe Edition),2012-10-22,22,6,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,56
Red (Deluxe Edition),2012-10-22,I Almost Do,7,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,39
Red (Deluxe Edition),2012-10-22,We Are Never Ever Getting Back Together,8,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,55
Red (Deluxe Edition),2012-10-22,Stay Stay Stay,9,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,45
Red (Deluxe Edition),2012-10-22,The Last Time,10,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Red (Deluxe Edition),2012-10-22,Holy Ground,11,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Red (Deluxe Edition),2012-10-22,Sad Beautiful Tragic,12,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Red (Deluxe Edition),2012-10-22,The Lucky One,13,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Red (Deluxe Edition),2012-10-22,Everything Has Changed,14,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Red (Deluxe Edition),2012-10-22,Starlight,15,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Red (Deluxe Edition),2012-10-22,Begin Again,16,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Red (Deluxe Edition),2012-10-22,The Moment I Knew,17,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Red (Deluxe Edition),2012-10-22,Come Back...Be Here,18,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Red (Deluxe Edition),2012-10-22,Girl At Home,19,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Red (Deluxe Edition),2012-10-22,Treacherous - Original Demo Recording,20,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,31
Red,2012-10-22,State Of Grace,1,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Red,2012-10-22,Red,2,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,55
Red,2012-10-22,Treacherous,3,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Red,2012-10-22,I Knew You Were Trouble.,4,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,58
Red,2012-10-22,All Too Well,5,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,41
Red,2012-10-22,22,6,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Red,2012-10-22,I Almost Do,7,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Red,2012-10-22,We Are Never Ever Getting Back Together,8,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,56
Red,2012-10-22,Stay Stay Stay,9,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Red,2012-10-22,The Last Time,10,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Red,2012-10-22,Holy Ground,11,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Red,2012-10-22,Sad Beautiful Tragic,12,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,33
Red,2012-10-22,The Lucky One,13,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,34
Red,2012-10-22,Everything Has Changed,14,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,48
Red,2012-10-22,Starlight,15,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,34
Red,2012-10-22,Begin Again,16,2012-10-22,False,,,,,,,,,,,,,,C,Minor,C Minor,54
Speak Now World Tour Live,2010-10-25,Sparks Fly - Live/2011,1,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now World Tour Live,2010-10-25,Mine - Live/2011,2,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Speak Now World Tour Live,2010-10-25,The Story Of Us - Live,3,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Speak Now World Tour Live,2010-10-25,Mean - Live/2011,4,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Speak Now World Tour Live,2010-10-25,Ours - Live/2011,5,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Speak Now World Tour Live,2010-10-25,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,6,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,44
Speak Now World Tour Live,2010-10-25,Better Than Revenge - Live/2011,7,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now World Tour Live,2010-10-25,Speak Now - Live/2011,8,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Speak Now World Tour Live,2010-10-25,Last Kiss - Live/2011,9,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Speak Now World Tour Live,2010-10-25,Drops Of Jupiter - Live/2011,10,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,44
Speak Now World Tour Live,2010-10-25,Bette Davis Eyes - Live/2011,11,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,39
Speak Now World Tour Live,2010-10-25,I Want You Back - Live/2011,12,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Speak Now World Tour Live,2010-10-25,Dear John - Live/2011,13,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Speak Now World Tour Live,2010-10-25,Enchanted - Live/2011,14,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now World Tour Live,2010-10-25,Haunted - Live/2011,15,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now World Tour Live,2010-10-25,Long Live - Live/2011,16,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now,2010-10-25,Mine - POP Mix,1,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now,2010-10-25,Sparks Fly,2,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,50
Speak Now,2010-10-25,Back To December,3,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,62
Speak Now,2010-10-25,Speak Now,4,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,47
Speak Now,2010-10-25,Dear John,5,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Speak Now,2010-10-25,Mean,6,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Speak Now,2010-10-25,The Story Of Us,7,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,46
Speak Now,2010-10-25,Never Grow Up,8,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,46
Speak Now,2010-10-25,Enchanted,9,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,68
Speak Now,2010-10-25,Better Than Revenge,10,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,51
Speak Now,2010-10-25,Innocent,11,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Speak Now,2010-10-25,Haunted,12,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,44
Speak Now,2010-10-25,Last Kiss,13,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,48
Speak Now,2010-10-25,Long Live,14,2010-10-25,False,,,,,,,,,,,,,,C,Minor,C Minor,48
Speak Now (Deluxe Package),2010-01-01,Mine - POP Mix,1,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,39
Speak Now (Deluxe Package),2010-01-01,Sparks Fly,2,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,47
Speak Now (Deluxe Package),2010-01-01,Back To December,3,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,61
Speak Now (Deluxe Package),2010-01-01,Speak Now,4,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Speak Now (Deluxe Package),2010-01-01,Dear John,5,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Speak Now (Deluxe Package),2010-01-01,Mean,6,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Speak Now (Deluxe Package),2010-01-01,The Story Of Us,7,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Speak Now (Deluxe Package),2010-01-01,Never Grow Up,8,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,41
Speak Now (Deluxe Package),2010-01-01,Enchanted,9,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,69
Speak Now (Deluxe Package),2010-01-01,Better Than Revenge,10,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,50
Speak Now (Deluxe Package),2010-01-01,Innocent,11,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Speak Now (Deluxe Package),2010-01-01,Haunted,12,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,42
Speak Now (Deluxe Package),2010-01-01,Last Kiss,13,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Speak Now (Deluxe Package),2010-01-01,Long Live,14,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Speak Now (Deluxe Package),2010-01-01,Ours,15,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,44
Speak Now (Deluxe Package),2010-01-01,If This Was A Movie,16,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,43
Speak Now (Deluxe Package),2010-01-01,Superman,17,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Speak Now (Deluxe Package),2010-01-01,Back To December - Acoustic,18,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,47
Speak Now (Deluxe Package),2010-01-01,Haunted - Acoustic Version,19,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,41
Speak Now (Deluxe Package),2010-01-01,Mine,20,2010-01-01,False,,,,,,,,,,,,,,C,Minor,C Minor,54
Fearless (Platinum Edition),2008-11-11,Jump Then Fall,1,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Fearless (Platinum Edition),2008-11-11,Untouchable,2,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Fearless (Platinum Edition),2008-11-11,Forever & Always - Piano Version,3,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Fearless (Platinum Edition),2008-11-11,Come In With The Rain,4,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Fearless (Platinum Edition),2008-11-11,SuperStar,5,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,34
Fearless (Platinum Edition),2008-11-11,The Other Side Of The Door,6,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Fearless (Platinum Edition),2008-11-11,Fearless,7,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,47
Fearless (Platinum Edition),2008-11-11,Fifteen,8,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Fearless (Platinum Edition),2008-11-11,Love Story,9,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,54
Fearless (Platinum Edition),2008-11-11,Hey Stephen,10,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Fearless (Platinum Edition),2008-11-11,White Horse,11,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Fearless (Platinum Edition),2008-11-11,You Belong With Me,12,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,55
Fearless (Platinum Edition),2008-11-11,Breathe,13,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Fearless (Platinum Edition),2008-11-11,Tell Me Why,14,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Fearless (Platinum Edition),2008-11-11,You're Not Sorry,15,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,39
Fearless (Platinum Edition),2008-11-11,The Way I Loved You,16,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,45
Fearless (Platinum Edition),2008-11-11,Forever & Always,17,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Fearless (Platinum Edition),2008-11-11,The Best Day,18,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Fearless (Platinum Edition),2008-11-11,Change,19,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Fearless,2008-11-11,Fearless,1,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,22
Fearless,2008-11-11,Fifteen,2,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,18
Fearless,2008-11-11,Love Story,3,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,29
Fearless,2008-11-11,Hey Stephen,4,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,17
Fearless,2008-11-11,White Horse,5,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,18
Fearless,2008-11-11,You Belong With Me,6,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,28
Fearless,2008-11-11,Breathe,7,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,16
Fearless,2008-11-11,Tell Me Why,8,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,14
Fearless,2008-11-11,You're Not Sorry,9,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,15
Fearless,2008-11-11,The Way I Loved You,10,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,16
Fearless,2008-11-11,Forever & Always,11,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,15
Fearless,2008-11-11,The Best Day,12,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,13
Fearless,2008-11-11,Change,13,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,13
Fearless,2008-11-11,Our Song,14,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,19
Fearless,2008-11-11,Teardrops On My Guitar,15,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,21
Fearless,2008-11-11,Should've Said No,16,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,18
Fearless,2008-11-11,Love Story - J Stax Radio Mix,17,2008-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,17
Live From Clear Channel Stripped 2008,2008-06-28,Love Story - Live From Clear Channel Stripped 2008,1,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,32
Live From Clear Channel Stripped 2008,2008-06-28,Fearless - Live From Clear Channel Stripped 2008,2,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,32
Live From Clear Channel Stripped 2008,2008-06-28,Beautiful Eyes - Live From Clear Channel Stripped 2008,3,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,35
Live From Clear Channel Stripped 2008,2008-06-28,Untouchable - Live From Clear Channel Stripped 2008,4,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,29
Live From Clear Channel Stripped 2008,2008-06-28,Teardrops On My Guitar - Live From Clear Channel Stripped 2008,5,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,27
Live From Clear Channel Stripped 2008,2008-06-28,Picture To Burn - Live From Clear Channel Stripped 2008,6,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,26
Live From Clear Channel Stripped 2008,2008-06-28,Should've Said No - Live From Clear Channel Stripped 2008,7,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,27
Live From Clear Channel Stripped 2008,2008-06-28,Change - Live From Clear Channel Stripped 2008,8,2008-06-28,False,,,,,,,,,,,,,,C,Minor,C Minor,24
Taylor Swift (Deluxe Edition),2006-10-24,Tim McGraw,1,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,52
Taylor Swift (Deluxe Edition),2006-10-24,Picture To Burn,2,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,57
Taylor Swift (Deluxe Edition),2006-10-24,Teardrops On My Guitar - Radio Single Remix,3,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,59
Taylor Swift (Deluxe Edition),2006-10-24,A Place in this World,4,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,52
Taylor Swift (Deluxe Edition),2006-10-24,Cold As You,5,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,52
Taylor Swift (Deluxe Edition),2006-10-24,The Outside,6,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,50
Taylor Swift (Deluxe Edition),2006-10-24,Tied Together with a Smile,7,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,50
Taylor Swift (Deluxe Edition),2006-10-24,Stay Beautiful,8,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,50
Taylor Swift (Deluxe Edition),2006-10-24,Should've Said No,9,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,57
Taylor Swift (Deluxe Edition),2006-10-24,Mary's Song (Oh My My My),10,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,53
Taylor Swift (Deluxe Edition),2006-10-24,Our Song,11,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,60
Taylor Swift (Deluxe Edition),2006-10-24,I'm Only Me When I'm With You,12,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,52
Taylor Swift (Deluxe Edition),2006-10-24,Invisible,13,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,50
Taylor Swift (Deluxe Edition),2006-10-24,A Perfectly Good Heart,14,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Taylor Swift (Deluxe Edition),2006-10-24,Teardrops on My Guitar - Pop Version,15,2006-10-24,False,,,,,,,,,,,,,,C,Minor,C Minor,52
I Can Do It With a Broken Heart (Dombresky Remix),2024-09-13,I Can Do It With a Broken Heart - Dombresky Remix,1,2024-09-13,True,,,,,,,,,,,,,,C,Minor,C Minor,54
I Can Do It With a Broken Heart (Dombresky Remix),2024-09-13,I Can Do It With a Broken Heart,2,2024-09-13,True,,,,,,,,,,,,,,C,Minor,C Minor,45
I Can Do It With a Broken Heart (Dombresky Remix),2024-09-13,I Can Do It With a Broken Heart - Instrumental,3,2024-09-13,False,,,,,,,,,,,,,,C,Minor,C Minor,38
I Can Do It With a Broken Heart,2024-07-16,I Can Do It With a Broken Heart,1,2024-07-16,True,,,,,,,,,,,,,,C,Minor,C Minor,51
I Can Do It With a Broken Heart,2024-07-16,I Can Do It With a Broken Heart - Instrumental,2,2024-07-16,False,,,,,,,,,,,,,,C,Minor,C Minor,42
