album_name,album_release,track_name,track_number,single_release,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,key_name,mode_name,key_mode,popularity
Fortnight (Acoustic Version),2024-07-09,Fortnight (feat. Post Malone) - Acoustic Version,1,2024-07-09,False,,,,,,,,,,,,,,C,Minor,C Minor,59
Fortnight (Acoustic Version),2024-07-09,Fortnight (feat. Post Malone) - Cults Remix,2,2024-07-09,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Fortnight (Acoustic Version),2024-07-09,Fortnight (feat. Post Malone),3,2024-07-09,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Fortnight (feat. Post Malone) [BLOND:ISH Remix],2024-05-22,Fortnight (feat. Post Malone) - BLOND:ISH Remix,1,2024-05-22,False,,,,,,,,,,,,,,C,Minor,C Minor,61
Fortnight (feat. Post Malone) [BLOND:ISH Remix],2024-05-22,Fortnight (feat. Post Malone),2,2024-05-22,False,,,,,,,,,,,,,,C,Minor,C Minor,39
You're Losing Me (From The Vault),2023-11-29,You’re Losing Me (From The Vault),1,2023-11-29,False,,,,,,,,,,,,,,C,Minor,C Minor,75
The Cruelest Summer,2023-10-19,Cruel Summer - Live from TS | The Eras Tour,1,2023-10-19,False,,,,,,,,,,,,,,C,Minor,C Minor,37
The Cruelest Summer,2023-10-19,Cruel Summer - LP Giobbi Remix,2,2023-10-19,False,,,,,,,,,,,,,,C,Minor,C Minor,31
The Cruelest Summer,2023-10-19,Cruel Summer - LP Giobbi Remix - Extended Version,3,2023-10-19,False,,,,,,,,,,,,,,C,Minor,C Minor,35
The Cruelest Summer,2023-10-19,Cruel Summer,4,2023-10-19,False,,,,,,,,,,,,,,C,Minor,C Minor,34
Lavender Haze (Acoustic Version),2023-03-31,Lavender Haze - Acoustic Version,1,2023-03-31,True,,,,,,,,,,,,,,C,Minor,C Minor,53
Lavender Haze (Remixes),2023-03-03,Lavender Haze - Tensnake Remix,1,2023-03-03,True,,,,,,,,,,,,,,C,Minor,C Minor,39
Lavender Haze (Remixes),2023-03-03,Lavender Haze - Snakehips Remix,2,2023-03-03,True,,,,,,,,,,,,,,C,Minor,C Minor,48
Lavender Haze (Remixes),2023-03-03,Lavender Haze - Jungle Remix,3,2023-03-03,True,,,,,,,,,,,,,,C,Minor,C Minor,37
Lavender Haze (Remixes),2023-03-03,Lavender Haze - Felix Jaehn Remix,4,2023-03-03,True,,,,,,,,,,,,,,C,Minor,C Minor,39
Lavender Haze (Remixes),2023-03-03,Lavender Haze,5,2023-03-03,True,,,,,,,,,,,,,,C,Minor,C Minor,39
Lavender Haze (Felix Jaehn Remix),2023-02-10,Lavender Haze - Felix Jaehn Remix,1,2023-02-10,True,,,,,,,,,,,,,,C,Minor,C Minor,47
Anti-Hero (Acoustic Version),2022-11-25,Anti-Hero - Acoustic Version,1,2022-11-25,False,,,,,,,,,,,,,,C,Minor,C Minor,53
Anti-Hero (ILLENIUM Remix),2022-11-18,Anti-Hero - ILLENIUM Remix,1,2022-11-18,False,,,,,,,,,,,,,,C,Minor,C Minor,49
Anti-Hero (Remixes),2022-11-11,Anti-Hero (feat. Bleachers),1,2022-11-11,True,,,,,,,,,,,,,,C,Minor,C Minor,36
Anti-Hero (Remixes),2022-11-11,Anti-Hero - Roosevelt Remix,2,2022-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,37
Anti-Hero (Remixes),2022-11-11,Anti-Hero - Kungs Remix,3,2022-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,59
Anti-Hero (Remixes),2022-11-11,Anti-Hero - Jayda G Remix,4,2022-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,36
Anti-Hero (Remixes),2022-11-11,Anti-Hero,5,2022-11-11,False,,,,,,,,,,,,,,C,Minor,C Minor,28
Anti-Hero (feat. Bleachers),2022-11-08,Anti-Hero (feat. Bleachers),1,2022-11-08,True,,,,,,,,,,,,,,C,Minor,C Minor,50
Anti-Hero (feat. Bleachers),2022-11-08,Anti-Hero,2,2022-11-08,False,,,,,,,,,,,,,,C,Minor,C Minor,29
Carolina (From The Motion Picture “Where The Crawdads Sing”),2022-06-24,Carolina - From The Motion Picture “Where The Crawdads Sing”,1,2022-06-24,False,,,,,,,,,,,,,,C,Minor,C Minor,61
Carolina (From The Motion Picture “Where The Crawdads Sing”),2022-06-24,"Carolina - ""Where The Crawdads Sing"" - Video Edition",2,2022-06-24,False,,,,,,,,,,,,,,C,Minor,C Minor,44
All Too Well (10 Minute Version) (The Short Film),2022-06-11,All Too Well (10 Minute Version) (The Short Film),1,2022-06-11,True,,,,,,,,,,,,,,C,Minor,C Minor,47
This Love (Taylor’s Version),2022-05-06,This Love (Taylor’s Version),1,2022-05-06,False,,,,,,,,,,,,,,C,Minor,C Minor,63
This Love (Taylor’s Version),2022-05-06,Wildest Dreams (Taylor's Version),2,2022-05-06,False,,,,,,,,,,,,,,C,Minor,C Minor,47
The Joker And The Queen (feat. Taylor Swift),2022-02-11,The Joker And The Queen (feat. Taylor Swift),1,2022-02-11,False,,,,,,,,,,,,,,C,Minor,C Minor,61
Message In A Bottle (Fat Max G Remix) (Taylor’s Version),2022-01-21,Message In A Bottle (Fat Max G Remix) (Taylor’s Version),1,2022-01-21,False,,,,,,,,,,,,,,C,Minor,C Minor,48
Message In A Bottle (Fat Max G Remix) (Taylor’s Version),2022-01-21,Message In A Bottle (Taylor's Version) (From The Vault),2,2022-01-21,False,,,,,,,,,,,,,,C,Minor,C Minor,40
Christmas Tree Farm (Old Timey Version),2021-11-22,Christmas Tree Farm - Old Timey Version,1,2021-11-22,False,,,,,,,,,,,,,,C,Minor,C Minor,64
Christmas Tree Farm,2021-11-22,Christmas Tree Farm,1,2021-11-22,False,,,,,,,,,,,,,,C,Minor,C Minor,48
Christmas Tree Farm,2021-11-22,Christmas Tree Farm - Old Timey Version,2,2021-11-22,False,,,,,,,,,,,,,,C,Minor,C Minor,38
Christmas Tree Farm,2021-11-22,Christmas Tree Farm - Recorded Live at the 2019 iHeartRadio Jingle Ball,3,2021-11-22,False,,,,,,,,,,,,,,C,Minor,C Minor,33
All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,2021-11-18,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,1,2021-11-18,True,,,,,,,,,,,,,,C,Minor,C Minor,59
